date,time,text,cleaning,case_folding,normalisasi,token,stopword_removal,steming_data,is_unique_stem,Sentiment,Score
2025-06-17,06:57:26,gak pernah se-SHOCK ini. tiba-tiba banget laprak aku masuk di disertasi orang ya Allah #KaburAjaDulu,gak pernah seSHOCK ini tibatiba banget laprak aku masuk di disertasi orang ya Allah,gak pernah seshock ini tibatiba banget laprak aku masuk di disertasi orang ya allah,tidak pernah seshock ini tibatiba banget laprak aku masuk di disertasi orang ya allah,"['tidak', 'pernah', 'seshock', 'ini', 'tibatiba', 'banget', 'laprak', 'aku', 'masuk', 'di', 'disertasi', 'orang', 'ya', 'allah']","['seshock', 'tibatiba', 'banget', 'laprak', 'masuk', 'disertasi', 'orang', 'ya', 'allah']",seshock tibatiba banget laprak masuk disertasi orang ya allah,True,Positif,1
2025-06-17,06:33:54,Belum separah krismon (bayangin $ dari 2000an anjlok ke 15k bank &amp; grocery rush dmn2 phk massal evrywhere) org2 udh apatis apalagi pasca reformasi malah makin zonk sibuk surviving opsi #kaburajadulu makin gampang.,Belum separah krismon bayangin  dari an anjlok ke k bank amp grocery rush dmn phk massal evrywhere org udh apatis apalagi pasca reformasi malah makin zonk sibuk surviving opsi  makin gampang,belum separah krismon bayangin  dari an anjlok ke k bank amp grocery rush dmn phk massal evrywhere org udh apatis apalagi pasca reformasi malah makin zonk sibuk surviving opsi  makin gampang,belum separah krismon bayangkan dari an anjlok ke ke bank amp grocery rush dimana phk massal evrywhere orang sudah apatis apalagi pasca reformasi malah makin zonk sibuk surviving opsi makin gampang,"['belum', 'separah', 'krismon', 'bayangkan', 'dari', 'an', 'anjlok', 'ke', 'ke', 'bank', 'amp', 'grocery', 'rush', 'dimana', 'phk', 'massal', 'evrywhere', 'orang', 'sudah', 'apatis', 'apalagi', 'pasca', 'reformasi', 'malah', 'makin', 'zonk', 'sibuk', 'surviving', 'opsi', 'makin', 'gampang']","['separah', 'krismon', 'bayangkan', 'an', 'anjlok', 'bank', 'amp', 'grocery', 'rush', 'dimana', 'phk', 'massal', 'evrywhere', 'orang', 'apatis', 'pasca', 'reformasi', 'zonk', 'sibuk', 'surviving', 'opsi', 'gampang']",parah krismon bayang an anjlok bank amp grocery rush mana phk massal evrywhere orang apatis pasca reformasi zonk sibuk surviving opsi gampang,True,Negatif,0
2025-06-17,05:40:45,Betul cuma bisa nabung 10% gaji UMR US/SG/JAPAN/YUROP lebih baik ketimbang cuma bisa nabung 10% gaji UMR djogja #KaburAjaDulu,Betul cuma bisa nabung  gaji UMR USSGJAPANYUROP lebih baik ketimbang cuma bisa nabung  gaji UMR djogja,betul cuma bisa nabung  gaji umr ussgjapanyurop lebih baik ketimbang cuma bisa nabung  gaji umr djogja,betul cuma bisa nabung gaji umr ussgjapanyurop lebih baik ketimbang cuma bisa nabung gaji umr djogja,"['betul', 'cuma', 'bisa', 'nabung', 'gaji', 'umr', 'ussgjapanyurop', 'lebih', 'baik', 'ketimbang', 'cuma', 'bisa', 'nabung', 'gaji', 'umr', 'djogja']","['nabung', 'gaji', 'umr', 'ussgjapanyurop', 'ketimbang', 'nabung', 'gaji', 'umr', 'djogja']",nabung gaji umr ussgjapanyurop ketimbang nabung gaji umr djogja,True,Negatif,0
2025-06-17,05:23:47,@mikuroQ Ayo mana nih para pemuda yang katanya #kaburajadulu.. yang penting berani mencoba daripada disini antri sampai babak belur tetap jobless..,Ayo mana nih para pemuda yang katanya  yang penting berani mencoba daripada disini antri sampai babak belur tetap jobless,ayo mana nih para pemuda yang katanya  yang penting berani mencoba daripada disini antri sampai babak belur tetap jobless,ayo mana nih para pemuda yang katanya yang penting berani mencoba daripada disini antri sampai babak belur tetap jobless,"['ayo', 'mana', 'nih', 'para', 'pemuda', 'yang', 'katanya', 'yang', 'penting', 'berani', 'mencoba', 'daripada', 'disini', 'antri', 'sampai', 'babak', 'belur', 'tetap', 'jobless']","['ayo', 'nih', 'pemuda', 'berani', 'mencoba', 'antri', 'babak', 'belur', 'jobless']",ayo nih pemuda berani coba antri babak bur jobless,True,Negatif,0
2025-06-17,05:17:07,@GuobaNation halo kak kalo memang bekerja di luar negeri belum eligible ikutan. nanti mincot bikinin survei khusus yang #kaburajadulu yahh ntar kapan tapi wkwk kalau pekerjaannya gak ada di list bisa dipilih yang paling mendekati. kalau ngga ada juga bisa DM/email kami. kalau beneran gak,halo kak kalo memang bekerja di luar negeri belum eligible ikutan nanti mincot bikinin survei khusus yang  yahh ntar kapan tapi wkwk kalau pekerjaannya gak ada di list bisa dipilih yang paling mendekati kalau ngga ada juga bisa DMemail kami kalau beneran gak,halo kak kalo memang bekerja di luar negeri belum eligible ikutan nanti mincot bikinin survei khusus yang  yahh ntar kapan tapi wkwk kalau pekerjaannya gak ada di list bisa dipilih yang paling mendekati kalau ngga ada juga bisa dmemail kami kalau beneran gak,halo kak kalau memang bekerja di luar negeri belum eligible ikutan nanti mincot membikin survei khusus yang ya entar kapan tapi wkwk kalau pekerjaannya tidak ada di list bisa dipilih yang paling mendekati kalau tidak ada juga bisa dmemail kami kalau benaran tidak,"['halo', 'kak', 'kalau', 'memang', 'bekerja', 'di', 'luar', 'negeri', 'belum', 'eligible', 'ikutan', 'nanti', 'mincot', 'membikin', 'survei', 'khusus', 'yang', 'ya', 'entar', 'kapan', 'tapi', 'wkwk', 'kalau', 'pekerjaannya', 'tidak', 'ada', 'di', 'list', 'bisa', 'dipilih', 'yang', 'paling', 'mendekati', 'kalau', 'tidak', 'ada', 'juga', 'bisa', 'dmemail', 'kami', 'kalau', 'benaran', 'tidak']","['halo', 'kak', 'negeri', 'eligible', 'ikutan', 'mincot', 'membikin', 'survei', 'khusus', 'ya', 'entar', 'wkwk', 'pekerjaannya', 'list', 'dipilih', 'mendekati', 'dmemail', 'benaran']",halo kak negeri eligible ikut mincot bikin survei khusus ya entar wkwk kerja list pilih dekat dmemail benar,True,Positif,1
2025-06-17,04:50:56,@Srreessss aminnnn tapii kek nyaa dari resensi banyak orng yang bahka pns bumn rela lepasin jabatannya buat sekedar jadi caregiver di jpg kayaknya emng palig bener #kaburajadulu,aminnnn tapii kek nyaa dari resensi banyak orng yang bahka pns bumn rela lepasin jabatannya buat sekedar jadi caregiver di jpg kayaknya emng palig bener,aminnnn tapii kek nyaa dari resensi banyak orng yang bahka pns bumn rela lepasin jabatannya buat sekedar jadi caregiver di jpg kayaknya emng palig bener,amin tapi kayak nya dari resensi banyak orang yang bahka pns bumn rela melepas jabatannya buat sekedar jadi caregiver di jpg kayaknya memang palig benar,"['amin', 'tapi', 'kayak', 'nya', 'dari', 'resensi', 'banyak', 'orang', 'yang', 'bahka', 'pns', 'bumn', 'rela', 'melepas', 'jabatannya', 'buat', 'sekedar', 'jadi', 'caregiver', 'di', 'jpg', 'kayaknya', 'memang', 'palig', 'benar']","['amin', 'kayak', 'nya', 'resensi', 'orang', 'bahka', 'pns', 'bumn', 'rela', 'melepas', 'jabatannya', 'sekedar', 'caregiver', 'jpg', 'kayaknya', 'palig']",amin kayak nya resensi orang bahka pns bumn rela lepas jabat dar caregiver jpg kayak palig,True,Negatif,0
2025-06-17,04:21:42,lucu bgt ajg cekikikan pls bawa gw #kaburajadulu dari depok yang mataharinya 4 ini,lucu bgt ajg cekikikan pls bawa gw  dari depok yang mataharinya  ini,lucu bgt ajg cekikikan pls bawa gw  dari depok yang mataharinya  ini,lucu banget ajg cekikikan pls bawa gue dari depok yang mataharinya ini,"['lucu', 'banget', 'ajg', 'cekikikan', 'pls', 'bawa', 'gue', 'dari', 'depok', 'yang', 'mataharinya', 'ini']","['lucu', 'banget', 'ajg', 'cekikikan', 'pls', 'bawa', 'gue', 'depok', 'mataharinya']",lucu banget ajg cekikik pls bawa gue depok matahari,True,Positif,1
2025-06-17,04:18:10,@Outstandjing Si pelopor #kaburajadulu tentunya. Tidak lain tidak bukan @prabowo ,Si pelopor  tentunya Tidak lain tidak bukan,si pelopor  tentunya tidak lain tidak bukan,sih pelopor tentunya tidak lain tidak bukan,"['sih', 'pelopor', 'tentunya', 'tidak', 'lain', 'tidak', 'bukan']","['sih', 'pelopor']",sih pelopor,True,Negatif,0
2025-06-17,04:08:14,Congrats ya kak semoga aku juga nular #kaburajadulu ke Jepang ,Congrats ya kak semoga aku juga nular  ke Jepang,congrats ya kak semoga aku juga nular  ke jepang,congrats ya kak semoga aku juga nular ke jepang,"['congrats', 'ya', 'kak', 'semoga', 'aku', 'juga', 'nular', 'ke', 'jepang']","['congrats', 'ya', 'kak', 'semoga', 'nular', 'jepang']",congrats ya kak moga nular jepang,True,Positif,1
2025-06-17,03:54:40,@OmJ_JeNggot Ternyata opsi untuk upaya #kaburajadulu sangat bervariasi ya.. Tetap sehat dan selamat kakang.. ,Ternyata opsi untuk upaya  sangat bervariasi ya Tetap sehat dan selamat kakang,ternyata opsi untuk upaya  sangat bervariasi ya tetap sehat dan selamat kakang,ternyata opsi untuk upaya sangat bervariasi ya tetap sehat dan selamat kakang,"['ternyata', 'opsi', 'untuk', 'upaya', 'sangat', 'bervariasi', 'ya', 'tetap', 'sehat', 'dan', 'selamat', 'kakang']","['opsi', 'upaya', 'bervariasi', 'ya', 'sehat', 'selamat', 'kakang']",opsi upaya variasi ya sehat selamat kakang,True,Positif,1
2025-06-17,02:59:20,@zitlampu semoga bisa #kaburajadulu ya ham ,semoga bisa  ya ham,semoga bisa  ya ham,semoga bisa ya ham,"['semoga', 'bisa', 'ya', 'ham']","['semoga', 'ya', 'ham']",moga ya ham,True,Positif,1
2025-06-17,02:58:50, play gameboi with coups --&gt; ‍⬛ yup doing cookscoups with wonwoo --&gt; ok daechangz REGULAR meeting IN INDONESIA.......... apa kabar rencana kaburajadulu ini,play gameboi with coups gt  yup doing cookscoups with wonwoo gt ok daechangz REGULAR meeting IN INDONESIA apa kabar rencana kaburajadulu ini,play gameboi with coups gt  yup doing cookscoups with wonwoo gt ok daechangz regular meeting in indonesia apa kabar rencana kaburajadulu ini,play gameboi with coups begitu ya doing cookscoups with wonwoo begitu ok daechangz regular meeting ini indonesia apa kabar rencana kaburajadulu ini,"['play', 'gameboi', 'with', 'coups', 'begitu', 'ya', 'doing', 'cookscoups', 'with', 'wonwoo', 'begitu', 'ok', 'daechangz', 'regular', 'meeting', 'ini', 'indonesia', 'apa', 'kabar', 'rencana', 'kaburajadulu', 'ini']","['play', 'gameboi', 'with', 'coups', 'ya', 'doing', 'cookscoups', 'with', 'wonwoo', 'ok', 'daechangz', 'regular', 'meeting', 'indonesia', 'kabar', 'rencana', 'kaburajadulu']",play gameboi with coups ya doing cookscoups with wonwoo ok daechangz regular meeting indonesia kabar rencana kaburajadulu,True,Positif,1
2025-06-17,02:33:12,post main terus tiba2 kaburajadulu aamiin (soon),post main terus tiba kaburajadulu aamiin soon,post main terus tiba kaburajadulu aamiin soon,post main terus tiba kaburajadulu amin soon,"['post', 'main', 'terus', 'tiba', 'kaburajadulu', 'amin', 'soon']","['post', 'main', 'kaburajadulu', 'amin', 'soon']",post main kaburajadulu amin soon,True,Negatif,0
2025-06-17,02:18:07,@dittameliaa #kaburajadulu kdmana nih...,kdmana nih,kdmana nih,kdmana nih,"['kdmana', 'nih']","['kdmana', 'nih']",kdmana nih,True,Negatif,0
2025-06-17,01:50:58,@Lasharalee Ayok otewe #kaburajadulu ,Ayok otewe,ayok otewe,ayok otewe,"['ayok', 'otewe']","['ayok', 'otewe']",ayok otewe,True,Negatif,0
2025-06-17,01:21:54,@retrouvairle ⠀ Enggak tau sih ya Sen menurut kepercayaan masing-masing saja sebetulnya nanti kalau ternyata ga bagus kita pakai hashtag kaburajadulu. ⠀⠀⠀, Enggak tau sih ya Sen menurut kepercayaan masingmasing saja sebetulnya nanti kalau ternyata ga bagus kita pakai hashtag kaburajadulu , enggak tau sih ya sen menurut kepercayaan masingmasing saja sebetulnya nanti kalau ternyata ga bagus kita pakai hashtag kaburajadulu ,enggak tau sih ya sen menurut kepercayaan masingmasing saja sebetulnya nanti kalau ternyata tidak bagus kita pakai hashtag kaburajadulu,"['enggak', 'tau', 'sih', 'ya', 'sen', 'menurut', 'kepercayaan', 'masingmasing', 'saja', 'sebetulnya', 'nanti', 'kalau', 'ternyata', 'tidak', 'bagus', 'kita', 'pakai', 'hashtag', 'kaburajadulu']","['tau', 'sih', 'ya', 'sen', 'kepercayaan', 'masingmasing', 'bagus', 'pakai', 'hashtag', 'kaburajadulu']",tau sih ya sen percaya masingmasing bagus pakai hashtag kaburajadulu,True,Positif,1
2025-06-17,01:14:53,Di tl banyak seliweran kerja di ln dan bisa #kaburajadulu curiga ak bisa nyusul kah,Di tl banyak seliweran kerja di ln dan bisa  curiga ak bisa nyusul kah,di tl banyak seliweran kerja di ln dan bisa  curiga ak bisa nyusul kah,di tl banyak seliweran kerja di ln dan bisa curiga aku bisa menyusul kah,"['di', 'tl', 'banyak', 'seliweran', 'kerja', 'di', 'ln', 'dan', 'bisa', 'curiga', 'aku', 'bisa', 'menyusul', 'kah']","['tl', 'seliweran', 'kerja', 'ln', 'curiga', 'menyusul', 'kah']",tl seliwer kerja ln curiga susul kah,True,Positif,1
2025-06-17,01:10:18,@orimelg woii rame sekali lagi maaf ya bang btw warga medan biar pada gak jadi maling besi mau ikut kelas bicara bahasa inggris bareng aku gak siapa tau rezeki kalian ternyata di luar negeri biar #kaburajadulu dan ga jadi maling besi lagi https://t.co/XAvtGFEuSZ,woii rame sekali lagi maaf ya bang btw warga medan biar pada gak jadi maling besi mau ikut kelas bicara bahasa inggris bareng aku gak siapa tau rezeki kalian ternyata di luar negeri biar  dan ga jadi maling besi lagi,woii rame sekali lagi maaf ya bang btw warga medan biar pada gak jadi maling besi mau ikut kelas bicara bahasa inggris bareng aku gak siapa tau rezeki kalian ternyata di luar negeri biar  dan ga jadi maling besi lagi,woii rame sekali lagi maaf ya abang btw warga medan biar pada tidak jadi maling besi mau ikut kelas bicara bahasa inggris bareng aku tidak siapa tau rezeki kalian ternyata di luar negeri biar dan tidak jadi maling besi lagi,"['woii', 'rame', 'sekali', 'lagi', 'maaf', 'ya', 'abang', 'btw', 'warga', 'medan', 'biar', 'pada', 'tidak', 'jadi', 'maling', 'besi', 'mau', 'ikut', 'kelas', 'bicara', 'bahasa', 'inggris', 'bareng', 'aku', 'tidak', 'siapa', 'tau', 'rezeki', 'kalian', 'ternyata', 'di', 'luar', 'negeri', 'biar', 'dan', 'tidak', 'jadi', 'maling', 'besi', 'lagi']","['woii', 'rame', 'maaf', 'ya', 'abang', 'btw', 'warga', 'medan', 'biar', 'maling', 'besi', 'kelas', 'bicara', 'bahasa', 'inggris', 'bareng', 'tau', 'rezeki', 'negeri', 'biar', 'maling', 'besi']",woii rame maaf ya abang btw warga medan biar maling besi kelas bicara bahasa inggris bareng tau rezeki negeri biar maling besi,True,Negatif,0
2025-06-17,01:05:22,@wikydewi Ada kemungkinan lain jika musuhnya pinter. Mbak @wikydewi dan rekan² roket direkrut agar #kaburajadulu sebelum dibom ,Ada kemungkinan lain jika musuhnya pinter Mbak  dan rekan roket direkrut agar  sebelum dibom,ada kemungkinan lain jika musuhnya pinter mbak  dan rekan roket direkrut agar  sebelum dibom,ada kemungkinan lain jika musuhnya pintar mbak dan rekan roket direkrut agar sebelum dibom,"['ada', 'kemungkinan', 'lain', 'jika', 'musuhnya', 'pintar', 'mbak', 'dan', 'rekan', 'roket', 'direkrut', 'agar', 'sebelum', 'dibom']","['musuhnya', 'pintar', 'mbak', 'rekan', 'roket', 'direkrut', 'dibom']",musuh pintar mbak rekan roket rekrut bom,True,Negatif,0
2025-06-17,00:45:48,Cuma bisa pasrah paling koruptor dan pejabat udah kaburajadulu sebelum adanya serangan ,Cuma bisa pasrah paling koruptor dan pejabat udah kaburajadulu sebelum adanya serangan,cuma bisa pasrah paling koruptor dan pejabat udah kaburajadulu sebelum adanya serangan,cuma bisa pasrah paling koruptor dan pejabat sudah kaburajadulu sebelum adanya serangan,"['cuma', 'bisa', 'pasrah', 'paling', 'koruptor', 'dan', 'pejabat', 'sudah', 'kaburajadulu', 'sebelum', 'adanya', 'serangan']","['pasrah', 'koruptor', 'pejabat', 'kaburajadulu', 'serangan']",pasrah koruptor jabat kaburajadulu serang,True,Negatif,0
2025-06-16,23:11:36,@yappingfess satu sisi pendidikan penting tapi satu sisi soal #kaburajadulu Mungkin disituasi begini LPK sih nder. Inget jaga bersih dan jangan mudah kebawa janji manis² cowo² apapun seganteng mingyu dll. Pokoknya jangan EWE oke?! Jangan terima minum/makan dari orng gk dikenal!!,satu sisi pendidikan penting tapi satu sisi soal  Mungkin disituasi begini LPK sih nder Inget jaga bersih dan jangan mudah kebawa janji manis cowo apapun seganteng mingyu dll Pokoknya jangan EWE oke Jangan terima minummakan dari orng gk dikenal,satu sisi pendidikan penting tapi satu sisi soal  mungkin disituasi begini lpk sih nder inget jaga bersih dan jangan mudah kebawa janji manis cowo apapun seganteng mingyu dll pokoknya jangan ewe oke jangan terima minummakan dari orng gk dikenal,satu sisi pendidikan penting tapi satu sisi soal mungkin disituasi begini lpk sih nder ingat jaga bersih dan jangan mudah terbawa janji manis cowok apapun seganteng mingyu dll pokoknya jangan ewe oke jangan terima minummakan dari orang tidak dikenal,"['satu', 'sisi', 'pendidikan', 'penting', 'tapi', 'satu', 'sisi', 'soal', 'mungkin', 'disituasi', 'begini', 'lpk', 'sih', 'nder', 'ingat', 'jaga', 'bersih', 'dan', 'jangan', 'mudah', 'terbawa', 'janji', 'manis', 'cowok', 'apapun', 'seganteng', 'mingyu', 'dll', 'pokoknya', 'jangan', 'ewe', 'oke', 'jangan', 'terima', 'minummakan', 'dari', 'orang', 'tidak', 'dikenal']","['sisi', 'pendidikan', 'sisi', 'disituasi', 'lpk', 'sih', 'nder', 'jaga', 'bersih', 'mudah', 'terbawa', 'janji', 'manis', 'cowok', 'apapun', 'seganteng', 'mingyu', 'dll', 'pokoknya', 'ewe', 'oke', 'terima', 'minummakan', 'orang', 'dikenal']",sisi didik sisi situasi lpk sih nder jaga bersih mudah bawa janji manis cowok apa ganteng mingyu dll pokok ewe oke terima minummakan orang kenal,True,Positif,1
2025-06-16,22:51:04,Gerakan #kaburajadulu bukan soal CV kita siap atau nggak maupun policy pemerintah tapi masalah siapa yang menang &amp; kalah pilpres. People development &amp; public policy kita memang gak ideal tapi substansi keributannya adalah masalah politik/interest ,Gerakan  bukan soal CV kita siap atau nggak maupun policy pemerintah tapi masalah siapa yang menang amp kalah pilpres People development amp public policy kita memang gak ideal tapi substansi keributannya adalah masalah politikinterest,gerakan  bukan soal cv kita siap atau nggak maupun policy pemerintah tapi masalah siapa yang menang amp kalah pilpres people development amp public policy kita memang gak ideal tapi substansi keributannya adalah masalah politikinterest,gerakan bukan soal cv kita siap atau tidak maupun policy pemerintah tapi masalah siapa yang menang amp kalah pilpres people development amp public policy kita memang tidak ideal tapi substansi keributannya adalah masalah politikinterest,"['gerakan', 'bukan', 'soal', 'cv', 'kita', 'siap', 'atau', 'tidak', 'maupun', 'policy', 'pemerintah', 'tapi', 'masalah', 'siapa', 'yang', 'menang', 'amp', 'kalah', 'pilpres', 'people', 'development', 'amp', 'public', 'policy', 'kita', 'memang', 'tidak', 'ideal', 'tapi', 'substansi', 'keributannya', 'adalah', 'masalah', 'politikinterest']","['gerakan', 'cv', 'policy', 'pemerintah', 'menang', 'amp', 'kalah', 'pilpres', 'people', 'development', 'amp', 'public', 'policy', 'ideal', 'substansi', 'keributannya', 'politikinterest']",gera cv policy perintah menang amp kalah pilpres people development amp public policy ideal substansi ribut politikinterest,True,Positif,1
2025-06-16,17:18:45,Mau juga bisa pake hastag #.kaburajadulu and I'm going to UK,Mau juga bisa pake hastag kaburajadulu and Im going to UK,mau juga bisa pake hastag kaburajadulu and im going to uk,mau juga bisa pakai hastag kaburajadulu and im going tapi uk,"['mau', 'juga', 'bisa', 'pakai', 'hastag', 'kaburajadulu', 'and', 'im', 'going', 'tapi', 'uk']","['pakai', 'hastag', 'kaburajadulu', 'and', 'im', 'going', 'uk']",pakai hastag kaburajadulu and im going uk,True,Positif,1
2025-06-16,16:31:56,Kalo gue berhasil #kaburajadulu yg pertama bakal gue lakuin adalah kuliah jurusan kedokteran hewan manifesting ,Kalo gue berhasil  yg pertama bakal gue lakuin adalah kuliah jurusan kedokteran hewan manifesting,kalo gue berhasil  yg pertama bakal gue lakuin adalah kuliah jurusan kedokteran hewan manifesting,kalau gue berhasil yang pertama bakal gue melakukan adalah kuliah jurusan kedokteran hewan manifesting,"['kalau', 'gue', 'berhasil', 'yang', 'pertama', 'bakal', 'gue', 'melakukan', 'adalah', 'kuliah', 'jurusan', 'kedokteran', 'hewan', 'manifesting']","['gue', 'berhasil', 'gue', 'kuliah', 'jurusan', 'kedokteran', 'hewan', 'manifesting']",gue hasil gue kuliah jurus dokter hewan manifesting,True,Positif,1
2025-06-16,16:19:40,Wajar klo Juminten #kaburajadulu ke Washington ,Wajar klo Juminten  ke Washington,wajar klo juminten  ke washington,wajar kalau juminten ke washington,"['wajar', 'kalau', 'juminten', 'ke', 'washington']","['wajar', 'juminten', 'washington']",wajar juminten washington,True,Negatif,0
2025-06-16,15:49:05,gw udah terlatih bgt ini hampir tiap hari daily step gw ber-km km tolong izinkan gw menjadi warga negara paspor merah ANY COUNTRIES DAIJOBU YG PENTING #KaburAjaDulu,gw udah terlatih bgt ini hampir tiap hari daily step gw berkm km tolong izinkan gw menjadi warga negara paspor merah ANY COUNTRIES DAIJOBU YG PENTING,gw udah terlatih bgt ini hampir tiap hari daily step gw berkm km tolong izinkan gw menjadi warga negara paspor merah any countries daijobu yg penting,gue sudah terlatih banget ini hampir tiap hari daily step gue berkm kamu tolong izinkan gue menjadi warga negara paspor merah any countries daijobu yang penting,"['gue', 'sudah', 'terlatih', 'banget', 'ini', 'hampir', 'tiap', 'hari', 'daily', 'step', 'gue', 'berkm', 'kamu', 'tolong', 'izinkan', 'gue', 'menjadi', 'warga', 'negara', 'paspor', 'merah', 'any', 'countries', 'daijobu', 'yang', 'penting']","['gue', 'terlatih', 'banget', 'daily', 'step', 'gue', 'berkm', 'tolong', 'izinkan', 'gue', 'warga', 'negara', 'paspor', 'merah', 'any', 'countries', 'daijobu']",gue latih banget daily step gue berkm tolong izin gue warga negara paspor merah any countries daijobu,True,Negatif,0
2025-06-16,15:22:40,@tanyakanrl Selama bs #kaburajadulu mah gas aja lah... Cari tau hal2 yg menguntungkan untuk kamu mumpung msh muda kumpulin uang yg bnyk dan ambil kesempatan yg ada kl ada apa2 dgn negara ini setidaknya keluarga dan diri sudah aman dan ada pegangan.,Selama bs  mah gas aja lah Cari tau hal yg menguntungkan untuk kamu mumpung msh muda kumpulin uang yg bnyk dan ambil kesempatan yg ada kl ada apa dgn negara ini setidaknya keluarga dan diri sudah aman dan ada pegangan,selama bs  mah gas aja lah cari tau hal yg menguntungkan untuk kamu mumpung msh muda kumpulin uang yg bnyk dan ambil kesempatan yg ada kl ada apa dgn negara ini setidaknya keluarga dan diri sudah aman dan ada pegangan,selama bisa mah gas saja lah cari tau hal yang menguntungkan untuk kamu mumpung masih muda kumpulin uang yang banyak dan ambil kesempatan yang ada kalau ada apa dengan negara ini setidaknya keluarga dan diri sudah aman dan ada pegangan,"['selama', 'bisa', 'mah', 'gas', 'saja', 'lah', 'cari', 'tau', 'hal', 'yang', 'menguntungkan', 'untuk', 'kamu', 'mumpung', 'masih', 'muda', 'kumpulin', 'uang', 'yang', 'banyak', 'dan', 'ambil', 'kesempatan', 'yang', 'ada', 'kalau', 'ada', 'apa', 'dengan', 'negara', 'ini', 'setidaknya', 'keluarga', 'dan', 'diri', 'sudah', 'aman', 'dan', 'ada', 'pegangan']","['mah', 'gas', 'cari', 'tau', 'menguntungkan', 'mumpung', 'muda', 'kumpulin', 'uang', 'ambil', 'kesempatan', 'negara', 'keluarga', 'aman', 'pegangan']",mah gas cari tau untung mumpung muda kumpulin uang ambil sempat negara keluarga aman pegang,True,Negatif,0
2025-06-16,15:20:03,mungkin krn doi gasuka dingin ya makanya mau liburan di negara tropical tp masih ada bangkok tuh hahaha im just overthinking it gajadi hashtag kaburajadulu deh soalnya wonu mau kesini siapa tau ketemu di sepantaran jalan malioboro or pantai nusa dua (duh),mungkin krn doi gasuka dingin ya makanya mau liburan di negara tropical tp masih ada bangkok tuh hahaha im just overthinking it gajadi hashtag kaburajadulu deh soalnya wonu mau kesini siapa tau ketemu di sepantaran jalan malioboro or pantai nusa dua duh,mungkin krn doi gasuka dingin ya makanya mau liburan di negara tropical tp masih ada bangkok tuh hahaha im just overthinking it gajadi hashtag kaburajadulu deh soalnya wonu mau kesini siapa tau ketemu di sepantaran jalan malioboro or pantai nusa dua duh,mungkin karena doi gasuka dingin ya makanya mau liburan di negara tropical tapi masih ada bangkok tuh hahaha im just overthinking itu gajadi hashtag kaburajadulu deh soalnya wonu mau kesini siapa tau ketemu di sepantaran jalan malioboro orang pantai nusa dua duh,"['mungkin', 'karena', 'doi', 'gasuka', 'dingin', 'ya', 'makanya', 'mau', 'liburan', 'di', 'negara', 'tropical', 'tapi', 'masih', 'ada', 'bangkok', 'tuh', 'hahaha', 'im', 'just', 'overthinking', 'itu', 'gajadi', 'hashtag', 'kaburajadulu', 'deh', 'soalnya', 'wonu', 'mau', 'kesini', 'siapa', 'tau', 'ketemu', 'di', 'sepantaran', 'jalan', 'malioboro', 'orang', 'pantai', 'nusa', 'dua', 'duh']","['doi', 'gasuka', 'dingin', 'ya', 'liburan', 'negara', 'tropical', 'bangkok', 'tuh', 'hahaha', 'im', 'just', 'overthinking', 'gajadi', 'hashtag', 'kaburajadulu', 'deh', 'wonu', 'kesini', 'tau', 'ketemu', 'sepantaran', 'jalan', 'malioboro', 'orang', 'pantai', 'nusa', 'duh']",doi gasuka dingin ya libur negara tropical bangkok tuh hahaha im just overthinking gajadi hashtag kaburajadulu deh wonu kesini tau ketemu pantar jalan malioboro orang pantai nusa duh,True,Negatif,0
2025-06-16,15:15:27,Ini yang belom lolos ppkb sama simak kki kita #KaburAjaDulu gimana.. ️ ptln here i come lah cok ,Ini yang belom lolos ppkb sama simak kki kita  gimana  ptln here i come lah cok,ini yang belom lolos ppkb sama simak kki kita  gimana  ptln here i come lah cok,ini yang belum lolos ppkb sama simak kaki kita bagaimana ptln here i come lah cok,"['ini', 'yang', 'belum', 'lolos', 'ppkb', 'sama', 'simak', 'kaki', 'kita', 'bagaimana', 'ptln', 'here', 'i', 'come', 'lah', 'cok']","['lolos', 'ppkb', 'simak', 'kaki', 'ptln', 'here', 'i', 'come', 'cok']",lolos ppkb simak kaki ptln here i come cok,True,Negatif,0
