date,time,steming_data,Score,Sentiment
2025-06-27,03:07:46,kemarin larang katai suruh kerja gimana perintah lucu ya,0,negatif
2025-06-27,03:06:57,kemarin sindir cinta negara benar suruh kabur gimana sih,0,negatif
2025-06-27,03:06:21,kemarin tagar dinyinyirin tri lepas mau gimana sih,0,negatif
2025-06-27,03:00:25,bilang nasionalis perintah suruh generasi muda negeri cari kerja cc,0,negatif
2025-06-27,02:57:02,idihhhhkemarin dinyinyirin nasionalis nyuruh bantu negara maluiidiihhidiihh,0,negatif
2025-06-27,02:50:32,anak presiden dicariin kerja rakyat suruh,0,negatif
2025-06-27,02:48:07,gilir kaburajadulu anjing,0,negatif
2025-06-27,02:44:53,ges dukung,1,positif
2025-06-27,02:44:23,hehe,0,negatif
2025-06-27,02:40:19,pas rame kena nyinyir suruh negeri jyaaan lambe mencla mencle,0,negatif
2025-06-27,02:39:09,semangat,0,negatif
2025-06-27,02:37:40,ndek kaburajadulu jarene ra nasionalis iki kon nng negeri dadi perintah og mencla mencle ra patut dadi perintah cok goblok,0,negatif
2025-06-27,02:37:20,jelek gera lol,0,negatif
2025-06-27,02:36:13,aku tagar kaburajadulu banget ya sadar,1,positif
2025-06-27,02:34:31,lo gerombol lo nyinyir bilang,0,negatif
2025-06-27,02:29:10,termul tagar kabur ya,0,negatif
2025-06-27,02:27:20,gilir kemarin disinisin,0,negatif
2025-06-27,02:19:01,komika lucu artis gede kemarin moga periksa alir duit koruptor alir mana kelompok indonesiagelap kemarin ernest dkk tutup akun kali hapus jejak aksi indonesiagelap kaburajadulu,0,negatif
2025-06-27,02:09:06,loh dalang cari tni,0,negatif
2025-06-27,01:52:38,kemarin hashtag tuh marah marah katai antek asing blablabla btw passportnya kuatin sulit bikin,0,negatif
2025-06-27,01:40:04,kemarin bilang sdm level gimana sih,0,negatif
2025-06-27,01:39:01,negara nyuruh kaburajadulu,0,negatif
2025-06-27,01:35:59,kemarin kaburajadulu mandiri diteriakin suruh pergi dibiayain renta wkwk baduuuuttt literally a whole circus,0,negatif
2025-06-27,01:34:26,pabrik turup engineer technician kerja industri semicon singapore malaysia thailand eropa sisa gaji engineertechnician langka banget kompetensi indonesia,1,positif
2025-06-27,01:32:13,baca isi berita migren kerja migran imigran gimana konsep mah benar,0,negatif
2025-06-27,01:13:07,kemarin sih bahlul jiwa nasionalis suruh kabur rezim omonomon beres,0,negatif
2025-06-27,01:12:42,ya gantung kondisi keluarga orang tua keluarga harmonis anak rebut pengin ngerawat sayang orang tua sukses negeri bela pulang ngerawat orang tua alesannya orang tua gue,0,negatif
2025-06-26,22:48:39,kaburajadulu katain tri ya langsung usir benar wkwk,1,positif
2025-06-26,22:40:06,asik kaburajadulu otw realisasi,0,negatif
2025-06-26,22:39:59,usir negeri,0,negatif
2025-06-26,21:30:05,ya terima kasih menteri,1,positif
2025-06-26,21:23:10,solusi apaapa beban negara kemarin rame nasionalis gaunggaungkan cari solusi cuci tangan sakit,0,negatif
2025-06-26,20:16:10,sesimple sih wkwkwk bahas beliau penasaran tinggal indonesia dengar,1,positif
2025-06-26,19:41:54,kemarin bilang nasionalis nyiiiiing,0,negatif
2025-06-26,18:52:03,kemarin pas pas kaburajadulu bilang suruh pindah minimal solusi,1,positif
2025-06-26,18:37:45,bantu keren nih dukung hashtag gen,1,positif
2025-06-26,18:18:28,apakabar bilang propaganda pecah belah asing,0,negatif
2025-06-26,17:51:19,licin ketangkep indonesiagelap duit koruptor eh ketangkep kaburajadulu wkwk,0,negatif
2025-06-26,17:08:41,kbanyakan paradoks perintah gilir bilang nasionalis lapang kerja susah kufur nikmat anggur tingkat lapang kerja skarng ampun kali tengok kelen nih ya,1,positif
2025-06-26,16:49:26,yuk mending,1,positif
2025-06-26,16:45:09,gas fit biar,0,negatif
2025-06-26,16:33:34,dukung ya,1,positif
2025-06-26,16:19:42,tinggal indonesia,0,negatif
2025-06-26,15:31:15,menteri dukung semangat,1,positif
2025-06-26,15:30:59,gas kaburajadulu,0,negatif
2025-06-26,11:29:53,kemarin bilang nasionalis susah negara standar ganda,0,negatif
2025-06-26,11:29:52,rakyat usaha spya buka kerja rekan kaya pikir buka kerja rakyat ajakemain kritik garoblog,1,positif
2025-06-26,11:04:41,let si go,0,negatif
2025-06-26,11:01:37,salah negara pindah,0,negatif
2025-06-26,10:29:26,kunci ya,1,positif
2025-06-26,09:39:36,selamat teman berprogress share sharing breng step beda bikin happy orang visa jerman ajar lulus uji goethenya apa step senang coba,1,positif
2025-06-26,09:39:18,aneh gilir kritisi,0,negatif
2025-06-26,09:31:46,yuk jalur kuliah pakai uang pajak orang indonesia kerja jepang cus coba,0,negatif
2025-06-26,08:58:57,asli tiktok rame gue chronically online lihat berita samsek kaburajadulu muji mbak food estate,1,positif
2025-06-26,08:52:33,betah bayar pajak indonesia yuk,0,negatif
2025-06-26,07:58:03,terispirasi,0,negatif
2025-06-26,07:50:51,gilir kemarin tagar eh dinyinyirin nasionalis dll eh cipta lapang kerja ksi saran pindah negeri ya warga negara indonesia,1,positif
2025-06-26,07:48:34,mantan jatim ktp ku wes b e a si i,0,negatif
2025-06-26,07:46:25,kemarin bilang nasionalis ngusir,0,negatif
2025-06-26,06:22:12,mending sih daripd indonesia,0,negatif
2025-06-26,06:19:41,koccaakkk kemarin ramai tagar dinyinyirin,0,negatif
2025-06-26,06:19:16,oh yeaaaah,0,negatif
2025-06-26,06:18:53,bilang kaburajadulu lo,0,negatif
2025-06-26,06:14:24,nalar diteriakin nasionalis eh suruh minggat negeri,0,negatif
2025-06-26,06:08:36,orang pintar kaburajadulu indonesia butuh orang nurut bodoh,0,negatif
2025-06-26,05:48:50,suruh emang sih,0,negatif
2025-06-26,05:30:52,feels like kaburajadulu promotion,0,negatif
2025-06-26,05:04:14,aneh banget kemarin kaburajadulu bilang nasionalis ngelempar negeri tolong perintah otak selesai update maksa pakai tolol lebih laptop update,0,negatif
2025-06-26,04:56:11,rencana talent harga uap mudah bagi talent kayak fufufafa bahlil imanuel ebenizer abu janda,0,negatif
2025-06-26,04:39:51,cerita kaburajadulu ardan ditemenin adeknya,0,negatif
2025-06-26,04:35:09,yuk kaburajadulu,1,positif
2025-06-26,04:32:25,encourage kolega anak kaburajadulu,0,negatif
2025-06-26,04:20:58,tau,0,negatif
2025-06-26,03:42:46,lumayan loker nih,0,negatif
2025-06-26,03:34:53,kaburajadulu jalur kelamin vietnam risk jeroan hilang,0,negatif
2025-06-26,03:34:01,ih kaburajadulu ya hahaha,1,positif
2025-06-26,03:28:31,jujur capek baca komentar komentar warga tim sar rame banget timeline ku tweet tweet kucing kucing lucu suka ku hilang timeline gimana kaburajadulu brazil deh indak sesuai harap,1,positif
2025-06-26,02:23:26,desperately want kaburajadulu hah,0,negatif
2025-06-26,01:04:26,bahas cna,1,positif
2025-06-26,00:41:27,kadang pergi tinggal bawa langkah fisik jiwa,1,positif
2025-06-26,00:27:25,buzzer no skill anti manaa mari diupscale,0,negatif
2025-06-25,23:53:12,pas rame dijulidin pemrentah saran pindab negeri aku gagal hadir negara kah,0,negatif
2025-06-25,23:49:43,gue pengin banget guru bumi minat gue bumi realistis,1,positif
2025-06-25,18:25:59,zennn gue cepat pergi hilang plss,0,negatif
2025-06-25,18:08:37,jujur pengin perintah kayak,0,negatif
2025-06-25,17:16:18,marcella tangkap akun pp indonesiagelap massal ganti gambar pp dengar kaum gelap demo gede kaburajadulu tutup akun kayak sih ernest,0,negatif
2025-06-25,17:14:42,bilang cinta negeri pakai tagar kaburajadulu diketawain jabat negara,0,negatif
2025-06-25,17:11:19,loh kemarin pakai tagar divilifikasi begitu tau bikin lapang kerja skill issue jabat mang bijak eks preman main paksa bijak biar nguntungin nyuruh cabs,0,negatif
2025-06-25,16:54:39,kemarin pas permasalahin duh,0,negatif
2025-06-25,16:31:46,bohong juta lapang kerja hashtag kaburajadulu is real metode peluang negeri ya tuhan moga gue kerja cari sekolah negeri coba anda teman korea nampung kerja gue gue capek negara,1,positif
2025-06-25,16:05:03,revolusi web dark mode soon mint build inspire inovasi nft kini,1,positif
2025-06-25,15:41:31,dukung perintah lets go,1,positif
2025-06-25,15:18:11,laah kemarin pas viral hashtag kaburajadulu nyinyir laku bantah,0,negatif
2025-06-25,15:00:31,lek katae manajer kantor marahin staff arek iki jancukan mencla mencle lek omong wkwwkk kaburajadulu katai nasionalisme suruh pindah negeri gimana sih perintah mencla mencle,0,negatif
2025-06-25,14:50:27,kaburajadulu kaburajesono,0,negatif
2025-06-25,14:30:39,bilang juta lapang kerja gilir pas rame bilang nasionalis wkwkwkwkwkwk negara lawak,1,positif
2025-06-25,14:13:09,lol pakabs kemarin nasionalis pas,1,positif
2025-06-25,14:11:54,pakai hashtag kaburajadulu kabur,0,negatif
2025-06-25,14:01:06,minimal bahar juta tiket kaburajadulu eropa,0,negatif
2025-06-25,13:52:29,kemarin bilang nasionalis lapang kerja usir hadehh,1,positif
2025-06-25,13:36:19,gilir kasih saran cari kerja negeri ngamokk,0,negatif
2025-06-25,13:28:29,sangka dante kaburajadulu kah,0,negatif
2025-06-25,13:16:10,jiakkhh,0,negatif
2025-06-25,13:12:41,series sinetron perintah kagak bro definisi,0,negatif
2025-06-25,12:49:22,parah banget caleb suruh jaga cafe kaburajadulu,0,negatif
2025-06-25,12:40:03,loh dukung,1,positif
2025-06-25,12:38:29,kali sahut twt obrol inventor hashtag almamater mutualan dosen killer,1,positif
2025-06-25,12:26:54,minimal intel duit ye lumayan biaya kaburajadulu hhh,0,negatif
2025-06-25,12:23:39,tahan kirim uang indonesia tahun biar seret,1,positif
2025-06-25,12:21:44,kirakira worth ya situasi ww panas,1,positif
2025-06-25,11:57:06,minim lapang kerja kualitas indonesia mahasiswa tempuh didik si upaya tingkat tahu ahli lulus tembus pasar dunia kerja negeri,1,positif
2025-06-25,11:56:15,salah alesan jepang pilih bagus sana labor shortage parah serap kerja lulus universitas,0,negatif
2025-06-25,11:54:41,kemarin ramein hashtag kabur tel aviv,0,negatif
2025-06-25,11:54:25,logika dasar dimanamana pergi pulang rantau mudik hashtag legendaris kabur pulang pulang kabur sulit capai nkri emas logika hancur edit kak,0,negatif
2025-06-25,11:50:50,usir jir kemarin pas bilang nasionalis,0,negatif
2025-06-25,11:43:17,ya allah aamiinn mas info loker btw,1,positif
2025-06-25,11:42:31,ye kocak kemarin kaburajadulu olok,0,negatif
2025-06-25,11:27:30,kemarenan hujat suruh,0,negatif
2025-06-25,11:27:06,ayo kawan apply ya,1,positif
2025-06-25,11:16:54,as usual proses penuh requirement client saving time mampir linkedin buka dm suka dm yuk,1,positif
2025-06-25,11:16:04,halohalo lanjut postingan ya edisi loker tambah teman nih yuk cekidot loker available ya,1,positif
2025-06-25,11:01:27,perintah nyuruh,0,negatif
2025-06-25,10:50:20,kak hazel,0,negatif
2025-06-25,10:31:32,mah aji mumpung biar kaburajadulu sih wkwkwkwk lupa uang perintah,0,negatif
2025-06-25,10:10:27,makan tuh,0,negatif
2025-06-25,09:50:54,kemarin kayak,0,negatif
2025-06-25,09:27:29,halhal suka skip prepare negeri a thread tuju pengin kabur negeri ajar bahasa lokal minimal basic nanyananya riset,0,negatif
2025-06-25,09:23:23,cela kaburajadulu xd,0,negatif
2025-06-25,08:54:42,tahi gilir sewot,0,negatif
2025-06-25,08:20:31,juta finally opung luhut ikut,0,negatif
2025-06-25,08:16:25,diplomasi indonesia nkri aku global basarnas kerja tim sar danantara gaya politik busuk hidup blonde gaya saku kredit hutang negara amp negeri,0,negatif
2025-06-25,08:15:23,solusi ya ampun pas tagar jiwa nasinonalisme asih solusi,1,positif
2025-06-25,08:14:17,ya mudah,1,positif
2025-06-25,08:05:56,negara tahi cari kerja susah usaha melempem niat kerja tukang cuci piring ob serabutan susah negara tahi hancur negera,0,negatif
2025-06-25,08:03:00,bilang benci patriotik,0,negatif
2025-06-25,07:59:02,guys tolong bantu ramai pengin ytb kayak orang kasih saran tag hidup blonde tim sar kyuris kiper voucher bonus dexx st debut nkri aku global skynani kali matter gamwongwan,0,negatif
2025-06-25,07:47:22,ikut taggar lopor hijrah yordania sahabat zionist warga sipil perang ikut taggar taggar sri mulyani opung nyuruh pindah,0,negatif
2025-06-25,07:47:07,iya,0,negatif
2025-06-25,07:40:55,ustadz thailand istri,1,positif
2025-06-25,07:32:38,negara kemarin marah cinta negara suruh pergi apasih jabat solutif isi korupsi korupsi korupsi,0,negatif
2025-06-25,07:30:47,wakkakakak senang hati,0,negatif
2025-06-25,07:28:27,oke fix kudu,1,positif
2025-06-25,07:22:05,kemarin marah marah suruh kabur cerita awowkwokwok,0,negatif
2025-06-25,07:11:00,ketemu wna obrol pakai bahasa daerah sebwah taman lokal pelosok jepang me orang indonesia kak them mbak ya reverse colonization lupa unggah ungguh taat bumi kau pijak ya,1,positif
2025-06-25,07:10:22,kemarin rame tagar dijulidin pemrentah otak kah,0,negatif
2025-06-25,06:39:34,kemarin pas hardik gimana sieh,0,negatif
2025-06-25,06:37:20,kemarenan kaburajadulu katai nasionalisme piye sih,0,negatif
2025-06-25,06:34:18,lho kemarin ambek,0,negatif
2025-06-25,06:32:16,info visa,0,negatif
2025-06-25,06:28:46,ngusir nih,0,negatif
2025-06-25,06:28:38,bilang kaburajadulu nasionalis,0,negatif
2025-06-25,06:26:22,serang jantung timur balas as perang negara konflik nkri aku global,0,negatif
2025-06-25,06:21:57,tolol tolol solutif banget pemerintod otak sih becus tahi senang ngusir,0,negatif
2025-06-25,06:20:49,kemarin pas rame bilang sila kabur saran gimana sih,0,negatif
2025-06-25,06:18:14,kemarin pas bilang nasionalis aowkwkwk kontol,0,negatif
2025-06-25,06:17:25,kemarin gera dinyinyirin,0,negatif
2025-06-25,06:11:11,teriak protes,0,negatif
2025-06-25,06:09:55,sok okay siap ya jurus didik negeri,1,positif
2025-06-25,06:05:59,ramai,0,negatif
2025-06-25,05:54:32,nasionalis,0,negatif
2025-06-25,05:54:11,lho kemarin gilir tren dinyinyirin jabat mending metong,0,negatif
2025-06-25,05:52:23,aaaak seru banget pindah sekolah deh freyr selamat,1,positif
2025-06-25,05:08:20,tagar marah,0,negatif
2025-06-25,05:01:02,perintah kemarin bilang nasionalis apa suruh pergi,0,negatif
2025-06-25,05:00:05,kemarin pas tagar pejabrut dongkol nasionalis suruh kayak solusi anjengggg tuh wakil rakyat orang chance kerja negeri benar dongo banget,0,negatif
2025-06-25,04:59:01,hidup,0,negatif
2025-06-25,04:56:23,kemarin pas rameee kali dijulidinnnnn gbsa nyediain lap kerja nyuruh pindah,0,negatif
2025-06-25,04:56:06,wawa wowo ya,0,negatif
2025-06-25,04:48:39,kemarin ribut saran,0,negatif
2025-06-25,04:42:32,kemarin protes,0,negatif
2025-06-25,04:36:19,dibilangin modal,0,negatif
2025-06-25,04:32:04,gaslight orang,0,negatif
2025-06-25,04:30:44,ribu lapang kerja jalan phk raja lela ramai tagar perintah terima nasionalis saran negeri rupa ya kau isi kepala,1,positif
2025-06-25,04:26:06,kemarin marah tagar usir,0,negatif
2025-06-25,04:25:20,bilang cinta negeri kemarin rame omong hina labil dasar,0,negatif
2025-06-25,04:19:15,kemarin marah suruh indonesia wkwkw gimana sih,0,negatif
2025-06-25,04:16:51,worth,0,negatif
2025-06-25,04:12:31,bjirr kaburajadulu congratss,0,negatif
2025-06-25,01:44:12,warga civitas akademika universitas diponegoro bingung nih gimana sih negeri prosedural aman lindung pasti menteri pmi ada talkshow,1,positif
2025-06-25,01:41:32,adu domba hadeh,0,negatif
2025-06-25,00:54:24,salah sih orang indonesia mandiri negeri,0,negatif
2025-06-25,00:50:56,pemuda norwegia umur negara free speech tahan wajib meme,0,negatif
2025-06-25,00:32:39,jarak jarak tempuh ujung dunia,0,negatif
2025-06-25,00:14:27,monggo malaysia,1,positif
2025-06-25,00:02:45,tentara ngetwit kayak gue salah orang sih,0,negatif
2025-06-24,22:30:33,ayo gaji negeri goda,1,positif
2025-06-24,21:59:47,gencar,0,negatif
2025-06-24,18:29:31,nihility i don t mind if i could lose something kayak acheron tukang nyasar tau nyasarnya negara maju,0,negatif
2025-06-24,16:32:03,eh kotor,0,negatif
2025-06-24,15:19:23,buzzer ya soros,1,positif
2025-06-24,15:17:08,iya kali biasa vokal perintah bagus batas warga negara ngeri stereotypes global indonesian slow response anything imbas laku gimana karya negeri kena cap lelet,0,negatif
2025-06-24,15:07:53,anjaii keren banget bahasa jepangg sih jepangg,0,negatif
2025-06-24,15:00:32,sidehustle biaya menyusil,0,negatif
2025-06-24,14:21:33,onta yaman nebeng sombong betah banget ya hidup indonesia surga,1,positif
2025-06-24,14:04:43,hashtag kaburajadulu,0,negatif
2025-06-24,13:48:37,duar perang,0,negatif
2025-06-24,13:07:16,harap rumor gadang biar gue pakai,0,negatif
2025-06-24,12:49:56,dengar nih negara malas sok sok an tau peluang negara lihat jelek lihat positive ya ya,1,positif
2025-06-24,12:33:38,gercep sih anying dimintain meme jumat tren,0,negatif
2025-06-24,12:30:27,sorry mjb not oomfs nder manusiamanusia indonesia banyak anut mindset iblis heran capek perintah capek masyarakat aneh bin ajaib,0,negatif
2025-06-24,12:01:37,hashtag kaburajadulu laku jepang kabur makhluk kayak hai,0,negatif
2025-06-24,11:58:05,indonesia salah negara aman wwiii,0,negatif
2025-06-24,11:31:29,terap kabur indonesia,0,negatif
2025-06-24,10:11:22,iri kaburajadulu,0,negatif
2025-06-24,07:51:02,reallll kak kaburajadulu minimal ajar bahasa jepang,0,negatif
2025-06-24,07:32:17,wkwkwkwk sih severre,0,negatif
2025-06-24,06:56:47,iri carmen duluan,0,negatif
2025-06-24,05:54:50,mah fomo ayo mah samping pramugari,0,negatif
2025-06-24,05:28:38,bilang suara tagar kaburajadulu negeri peranperan sipil isi tentara tentara superior sektor ya sipil kabur konsekuensi logis tiada pasti aman amp nyaman berkarir superiority amp gatekeep complex,1,positif
2025-06-24,05:21:02,moga lulus kerja jepang wna amin,1,positif
2025-06-24,04:26:10,warga negara indonesia wna kak kakak jakarta tinggal belanda,0,negatif
2025-06-24,04:06:59,wish me luck proses,1,positif
2025-06-24,03:18:22,ges sih,0,negatif
2025-06-24,02:41:07,bismillah,1,positif
2025-06-24,02:21:10,destinasi mana kali,0,negatif
2025-06-24,01:57:00,dukung kampanye ya kelen sana jazirah arab arab saudi qatar uea bahrain korsel australia,1,positif
2025-06-24,01:39:10,pilih nonblok nkri nyaman moga ww ya pindahin usaha singapura cek bikin rekening bank resmi,1,positif
2025-06-24,01:33:06,warga negara indonesia rekening bank singapura perlu bisnis amp investasi tinggal cocok eksportir amp bisnis digital proses cepat amp legal,1,positif
2025-06-24,00:54:06,cenah,0,negatif
2025-06-24,00:30:24,warga indonesia as waspada ya skenario tembak massal as sengaja biar public as dukung trump serang iran e ya as sila,0,negatif
2025-06-23,23:50:08,ayo om kapasitas intelegensi sampean doktrin militer luhut bilang nasionalis smpean dapat mantukmantuk tok opini jelek,0,negatif
2025-06-23,23:22:42,lihat berita ya sih terang saksi doang sih,1,positif
2025-06-23,23:01:28,yailah konten bahas paslonan jam modern move on wkwk sono pakai lumayan kurang manusya dukung gejalas kayak,1,positif
2025-06-23,21:29:51,dadah mimpi kaburajadulu pupus,0,negatif
2025-06-23,17:31:16,paling ikut kaburajadulu kayak ferry dkk,0,negatif
2025-06-23,17:29:27,penyepong panik tuh negara bikin kayak raya kena perang hahaha,0,negatif
2025-06-23,17:13:55,anjg gue kapai malu gue gass cok lumayan prepare siap loker syarat ngotak gaji ya,1,positif
2025-06-23,16:36:51,please deh konyol jepang kasihan anak anak muda jepang kena imbas laku oknum,0,negatif
2025-06-23,15:56:56,kucing,0,negatif
2025-06-23,15:34:51,iri tementemen,0,negatif
2025-06-23,15:02:11,mah benar,0,negatif
2025-06-23,15:02:09,naon hesena anying duduk seuprit us nampung,0,negatif
2025-06-23,14:45:09,hitung part,1,positif
2025-06-23,13:44:57,iki ng jerman rung sono tanda tanda resiko,0,negatif
2025-06-23,13:14:16,habis taiwan bub biasa ngabarin koper,0,negatif
2025-06-23,12:52:31,nipon,0,negatif
2025-06-23,12:34:11,muncul baris sakit hati kaburajadulu indonesiagelap ungkit mulu junjung ijazah,0,negatif
2025-06-23,12:21:43,tabung amarah h biar pas libas habis amarah salur cocok banget jabat,0,negatif
2025-06-23,12:14:49,tki kamboja kayak buruk ye,0,negatif
2025-06-23,12:07:55,aduh gue sempat huahhh sempat sia sia,0,negatif
2025-06-23,11:49:53,huaaaaa amin timakaci ndud twibbonnya ucap yuk besok pindah ya,1,positif
2025-06-23,11:35:22,kerja mulia amp hormat orang didik kaya deserve kerja sesuai kualifikasi sih kak ambil benar amp pepet tau sambi nabung modal,1,positif
2025-06-23,11:25:26,kaya kaburajadulu deh caa,0,negatif
2025-06-23,11:09:34,soon job tambah tahap konfirmasi prepare cv as usual proses penuh requirement client saving time mampir linkedin buka dm suka dm yuk,1,positif
2025-06-23,11:09:05,welcome back edisi with piki edisi jepang sapa teman job explore yuk cekidot,1,positif
2025-06-23,11:05:14,bessss acara besok good luck ya besok kerja ayo semangatin biar buru hashtag kaburajadulu munku lumayan jobdesknya nih minggu,1,positif
2025-06-23,10:57:43,pasti paspor lo laku nder expired sila hubung kantor imigrasi dekat,1,positif
2025-06-23,10:38:38,concern gue negara gue situ gue kaburajadulu part,0,negatif
2025-06-23,10:20:42,kewarganegaraan wkwkwkwk siiiih,0,negatif
2025-06-23,10:13:27,resiko lurrr,0,negatif
2025-06-23,09:07:24,ditiktok koar hey,0,negatif
2025-06-23,08:53:55,wkwkw,0,negatif
2025-06-23,08:37:17,lindung ormas ngo pabrik investor kaburajadulu kena ganggu ormas ngo lsm silaturahmi,0,negatif
2025-06-23,08:31:58,ngitung hasil kaburajadulu gue kudu pamit orang ya keluarga,1,positif
2025-06-23,07:42:38,berita perang masif tagar tarik bumi layak huni petinggi bumi hancur,0,negatif
2025-06-23,07:10:45,antum,0,negatif
2025-06-23,06:33:35,kenal pas sudin hasil kaburajadulu senang banget lihat tamasya pengenin yurop,1,positif
2025-06-23,06:18:23,panitia salah balikin duit salah batalin acara saran demo kantor gubernur adil hashtag,0,negatif
2025-06-23,06:11:04,jare sopo ning jepang kui ra resiko,0,negatif
2025-06-23,05:22:02,pilih,0,negatif
2025-06-22,15:18:59,gue kaburajadulu ya,1,positif
2025-06-22,14:51:51,kak keren banget moga susul,1,positif
2025-06-22,14:47:59,woi sabar belumn bikin visa,1,positif
2025-06-22,14:35:42,perang dunia timteng suruh negara teluk,0,negatif
2025-06-22,14:00:43,bakar kantor serius rajin kirim jobstreet follow irstudents ig kerja lowong kreatif geometrymedia,1,positif
2025-06-22,13:39:04,salah,0,negatif
2025-06-22,13:17:53,mending republik jevolante aman nyaman tentram lets goo,1,positif
2025-06-22,12:49:40,take careee cherrybelle tolong angkut user forkimminji,1,positif
2025-06-22,12:08:20,suruh pindah us tanda kaburajadulu,0,negatif
2025-06-22,12:04:04,open joki upchar fee,0,negatif
2025-06-22,11:44:00,australia labalaba uler anehaneh tuh pengin banget,0,negatif
2025-06-22,10:57:24,ajar biar,0,negatif
2025-06-22,10:44:17,kesini buyar perintah program kerja internet ora urus maju definisi sungguh,1,positif
2025-06-22,10:39:39,sungchan jersey pakai rakyat kaburajadulu,0,negatif
2025-06-22,10:07:55,misi selesai safe flight kak,0,negatif
2025-06-22,09:04:04,bumi,0,negatif
2025-06-22,08:55:54,sungchan tau tren,0,negatif
2025-06-22,08:29:11,pengin lihat kondisi panggil mampu bantu,0,negatif
2025-06-22,06:44:31,mending lo pindah negara,0,negatif
2025-06-22,06:25:04,sempat sponsor kirakira negara negara sejuk atur,1,positif
2025-06-22,05:59:17,min si si negeri beraaaaat syarat maksimal gaji minimal,0,negatif
2025-06-22,03:49:28,tanda sih,0,negatif
2025-06-22,03:16:57,baca replynya pengin kaburajadulu anjir,0,negatif
2025-06-22,02:53:56,kabur kalah,0,negatif
2025-06-21,21:17:58,indonesia baikbaik tagar dubuat bikin gaduh relevan indonesia lapang kerja limpah birokrasi efisien pungli aparat aman ayom poin palsu,1,positif
2025-06-21,17:45:18,kaburajadulu pma putus efisiensi arah global hq which means finansial usaha global drop its everywhere and its fvckng depressing,0,negatif
2025-06-21,16:21:10,tinggal ideal ai,1,positif
2025-06-21,15:43:02,wooww ikutt,0,negatif
2025-06-21,14:55:15,alhamdulillah kaburajadulu,1,positif
2025-06-21,14:47:03,budaya westoid brainrot dungu motivasi kesana,0,negatif
2025-06-21,13:30:02,lebaran kaburajadulu,0,negatif
2025-06-21,13:03:46,jos jahat banget bjir juni minggat ehhhh serius jos jahat kah,0,negatif
2025-06-21,12:55:49,kak plis banget titik banget ya modal huhu sharing yuk dm obrol,1,positif
2025-06-21,12:46:26,cari ig linkedin kak banyak linkedin cari internship paid remote doain ya huhu,0,negatif
2025-06-21,12:35:33,mutuals kali bantu dukung adek adekan laki jepang kak shelma coba mutuals perempuan body goals diet fitness kak shelma,0,negatif
2025-06-21,12:25:05,dude the first ss cari tau usaha wow wow wow teriak tau gimana momen mah,0,negatif
2025-06-20,14:36:53,gue muluk abang malaysia alhamdulillah,1,positif
2025-06-20,14:35:59,mangats kak rd tembus janlup ajak,1,positif
2025-06-20,14:33:09,semangat alias abang,0,negatif
2025-06-20,14:07:31,anjay,0,negatif
2025-06-20,13:58:18,indonesia kalah tipis india argentina kadrun bani lowbet teriak indonesia nyuruh orang keluarga harap cemas tunggu bansos,0,negatif
2025-06-20,13:56:38,habis,0,negatif
2025-06-20,13:46:17,contoh kayak tbtb kaburajadulu jepang amin banget inimah,0,negatif
2025-06-20,13:44:35,bye ol gue muak indonesia semester,0,negatif
2025-06-20,13:30:38,prabowo praktisi gera prabowo mental zionis,0,negatif
2025-06-20,13:26:58,lumayan kaburajadulu xixixi,0,negatif
2025-06-20,13:21:12,pp rejeki i love kantor ku masuk siang mnit only rumah,1,positif
2025-06-20,12:58:46,mental warga israhell cermin warga cinta tanah air tanah air tanah palestina coba tengok mental rakyat palestina apa tanah air mental mental,0,negatif
2025-06-20,11:42:13,bup waktuny,0,negatif
2025-06-20,11:08:28,tim,0,negatif
2025-06-20,11:08:22,bocor a bikin hidup wakanda pengin ikut kaburajadulu,0,negatif
2025-06-20,10:57:40,kerja negeri,1,positif
2025-06-20,02:36:16,critany ya,1,positif
2025-06-20,02:06:31,versi buku suka,0,negatif
2025-06-20,01:41:09,ku cus kaburajadulu,0,negatif
2025-06-20,00:34:18,koruptor era mending tangkap biar marcela susanto urus,0,negatif
2025-06-19,22:47:40,gue asterum capek banget gue please abang noah bawa gue kesana gue orang guna gue sakitsakitan disakitin mulu ajg pengin peluk gue,0,negatif
2025-06-19,20:14:01,open work linkedin tuju pengin pindah negara hilang ganti identitas smuanya,0,negatif
2025-06-19,15:20:45,orang indonesia mau easy money kak marak kaburajadulu ladang cuan orang tanggung alhasil utang pinjol ikut,0,negatif
2025-06-19,14:42:40,ngetroll ujung dibales jepang korea selatan australia singapura empat aku palestina,0,negatif
2025-06-19,12:56:51,hidup plottwist banget anjj keluarga ku pindah malay serius sih kayak canda serius ku pikir niat pindah benerbener pindah tuju busett satset,0,negatif
2025-06-19,12:52:07,hidup jepang jerman hidup plan kudu matenggg,0,negatif
2025-06-19,12:04:42,tim ngetwit boikat boikot bersihbersih postingan wkwkwkwk,0,negatif
2025-06-19,11:54:26,bahas ban kaya cocok bahas sutradara antem perintah versi iran sayang karya bombastis anggap film iran produksi jerman gue bahas karya,1,positif
2025-06-19,11:49:37,doa one day jp temenku anti kaburajadulu makan naskun nasgor keliling hambar bumbu maaf nih gue jp kualitas makan bagus walkable city perintah amp pns bagus transum enak kayak,0,negatif
2025-06-19,11:36:48,pas kaburajadulu ngetwit tau benar kabur,0,negatif
